/////////////////////
/// CORE ITEM DATA //
/////////////////////

//Start by parsing this in your map/dictionary to parse the other data.
//ID|Item Name|Rarity|Properties|Category|Base Color|Overlay Color|Hits to break|Growtime in seconds|Clothing Type (None if its not a clothing, specified in category)

0|Blank|1|NoSeed, Dropless, Beta, Mod, Untradable|Foreground_Block|690000|690000|4|31|None
4048|Grey Pet Pteranodon|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4049|Grey Pet Pteranodon Seed|999|NoSeed|Seed|000000|000000|20|0|None
4050|Grey Pet Pterosaurus|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4051|Grey Pet Pterosaurus Seed|999|NoSeed|Seed|000000|000000|20|0|None
4052|Grey Pet Pteranus Rex|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4053|Grey Pet Pteranus Rex Seed|999|NoSeed|Seed|000000|000000|20|0|None
4054|Grey Pet Pteratops|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4055|Grey Pet Pteratops Seed|999|NoSeed|Seed|000000|000000|20|0|None
4056|Grey Pet Apatodon|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4057|Grey Pet Apatodon Seed|999|NoSeed|Seed|000000|000000|20|0|None
4058|Grey Pet Apatosaurus|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4059|Grey Pet Apatosaurus Seed|999|NoSeed|Seed|000000|000000|20|0|None
4060|Grey Pet Apatos Rex|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4061|Grey Pet Apatos Rex Seed|999|NoSeed|Seed|000000|000000|20|0|None
4062|Grey Pet Apatoceratops|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4063|Grey Pet Apatoceratops Seed|999|NoSeed|Seed|000000|000000|20|0|None
4064|Grey Pet Tyranodon|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4065|Grey Pet Tyranodon Seed|999|NoSeed|Seed|000000|000000|20|0|None
4066|Grey Pet Tyranopatos|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4067|Grey Pet Tyranopatos Seed|999|NoSeed|Seed|000000|000000|20|0|None
4068|Grey Pet Tyrannosaurus|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4069|Grey Pet Tyrannosaurus Seed|999|NoSeed|Seed|000000|000000|20|0|None
4070|Grey Pet Tyranotops|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4071|Grey Pet Tyranotops Seed|999|NoSeed|Seed|000000|000000|20|0|None
4072|Grey Pet Triceradon|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4073|Grey Pet Triceradon Seed|999|NoSeed|Seed|000000|000000|20|0|None
4074|Grey Pet Tripatosaurus|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4075|Grey Pet Tripatosaurus Seed|999|NoSeed|Seed|000000|000000|20|0|None
4076|Grey Pet Tricerus Rex|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4077|Grey Pet Tricerus Rex Seed|999|NoSeed|Seed|000000|000000|20|0|None
4078|Grey Pet Triceratops|999|NoSeed, Dropless|Clothing|A0C8C8|78A0A0|0|3600|Hand
4079|Grey Pet Triceratops Seed|999|NoSeed|Seed|000000|000000|20|0|None
4080|DNA Processor|999|MultiFacing, Wrenchable, NoSeed, Permanent, Dropless, WorldLock, AutoPickup|DNA_Processor|81A959|306976|12|3600|None
4081|DNA Processor Seed|999|NoSeed|Seed|000000|000000|20|0|None
4082|Dino DNA Strand A-273|999|NoSeed, Dropless|Component|B62303|FFCE15|4|3600|None
4083|Dino DNA Strand A-273 Seed|999|NoSeed|Seed|000000|000000|20|0|None
4084|Dino DNA Strand C-904|999|NoSeed, Dropless|Component|16BA12|3380ED|4|3600|None
4085|Dino DNA Strand C-904 Seed|999|NoSeed|Seed|000000|000000|20|0|None
4086|Dino DNA Strand G-137|999|NoSeed, Dropless|Component|ADD01A|A86F1E|4|3600|None
4087|Dino DNA Strand G-137 Seed|999|NoSeed|Seed|000000|000000|20|0|None
4088|Dino DNA Strand T-658|999|NoSeed, Dropless|Component|519190|AD86BA|4|3600|None
4089|Dino DNA Strand T-658 Seed|999|NoSeed|Seed|000000|000000|20|0|None
4090|Plant DNA Strand X-277|999|NoSeed, Dropless|Component|851DA8|2EF2C9|4|3600|None
4091|Plant DNA Strand X-277 Seed|999|NoSeed|Seed|000000|000000|20|0|None
4092|Plant DNA Strand Y-985|999|NoSeed, Dropless|Component|E9414C|1F874C|4|3600|None
4093|Plant DNA Strand Y-985 Seed|999|NoSeed|Seed|000000|000000|20|0|None
4094|Prehistoric Flowering Fern|999|MultiFacing, NoSeed, Dropless|Foreground_Block|5DC828|EEF4F4|4|3600|None
4095|Prehistoric Flowering Fern Seed|999|NoSeed|Seed|000000|000000|20|0|None
4096|Prehistoric Red Fern|999|MultiFacing, NoSeed, Dropless|Foreground_Block|5DC828|EEF4F4|4|3600|None
4097|Prehistoric Red Fern Seed|999|NoSeed|Seed|000000|000000|20|0|None
4098|Prehistoric Fern|999|MultiFacing, NoSeed, Dropless|Foreground_Block|5DC828|A45C46|4|3600|None
4099|Prehistoric Fern Seed|999|NoSeed|Seed|000000|000000|20|0|None
4100|Purple Devourer Plant|999|MultiFacing, NoSeed, Dropless|Deadly_Block|A52ECA|A1C717|6|3600|None
4101|Purple Devourer Plant Seed|999|NoSeed|Seed|000000|000000|20|0|None
4102|Blue Devourer Plant|999|MultiFacing, NoSeed, Dropless|Deadly_Block|2465DA|89C990|6|3600|None
4103|Blue Devourer Plant Seed|999|NoSeed|Seed|000000|000000|20|0|None
4104|Prehistoric Vines|999|NoSeed, Dropless, Foreground|Foreground_Block|0FD724|78562E|3|3600|None
4105|Prehistoric Vines Seed|999|NoSeed|Seed|000000|000000|20|0|None
4106|Prehistoric Candy Vines|999|NoSeed, Dropless, Foreground|Foreground_Block|C77AD5|246770|3|3600|None
4107|Prehistoric Candy Vines Seed|999|NoSeed|Seed|000000|000000|20|0|None
4108|Seussian Tree|999|MultiFacing, NoSeed, Dropless|Foreground_Block|9D976F|36A890|4|3600|None
4109|Seussian Tree Seed|999|NoSeed|Seed|000000|000000|20|0|None
4110|Flowersaurus Rex|999|NoSeed, Dropless|Clothing|37B92D|F4D81A|0|3600|Hand
4111|Flowersaurus Rex Seed|999|NoSeed|Seed|000000|000000|20|0|None
4112|Blue Riding Raptor|999|NoSeed, Dropless|Clothing|2093A6|D15727|0|3600|Feet
4113|Blue Riding Raptor Seed|999|NoSeed|Seed|000000|000000|20|0|None
4114|Brown Riding Raptor|999|NoSeed, Dropless|Clothing|7F592D|464646|0|3600|Feet
4115|Brown Riding Raptor Seed|999|NoSeed|Seed|000000|000000|20|0|None
4116|Red Riding Raptor|999|NoSeed, Dropless|Clothing|EE3F3C|9D1917|0|3600|Feet
4117|Red Riding Raptor Seed|999|NoSeed|Seed|000000|000000|20|0|None
4118|Golden Riding Raptor|999|NoSeed, Dropless|Clothing|FBD257|DC68E2|0|3600|Feet
4119|Golden Riding Raptor Seed|999|NoSeed|Seed|000000|000000|20|0|None
4120|Raptor DNA Strand Alpha|999|NoSeed, Dropless|Component|2093A6|D15727|4|3600|None
4121|Raptor DNA Strand Alpha Seed|999|NoSeed|Seed|000000|000000|20|0|None
4122|Raptor DNA Strand Omega|999|NoSeed, Dropless|Component|FBD257|DC68E2|4|3600|None
4123|Raptor DNA Strand Omega Seed|999|NoSeed|Seed|000000|000000|20|0|None
4124|DNA Extractor|100|MultiFacing, Wrenchable, NoSeed, Dropless, WorldLock|Foreground_Block|8EB468|979797|6|1003000|None
4125|DNA Extractor Seed|100|NoSeed|Seed|000000|000000|20|0|None
4126|Stone Spear|999|NoSeed, Dropless|Clothing|B0B0B0|5B4D35|0|3600|Hand
4127|Stone Spear Seed|999|NoSeed|Seed|000000|000000|20|0|None
4128|Blue Hardhat|72|NoSeed|Clothing|82E0F4|17BEE4|0|375408|Hat
4129|Blue Hardhat Seed|72|NoSeed|Seed|000000|000000|20|0|None
4130|Outback Hat|999|NoSeed|Clothing|90784E|6F5E41|0|3600|Hat
4131|Outback Hat Seed|999|NoSeed|Seed|000000|000000|20|0|None
4132|Fossil Brush|91|0|Consummable|2093A6|D15727|4|756301|None
4133|Fossil Brush Seed|91|0|Seed|000000|000000|20|0|None
4134|Polished Fossil|999|NoSeed, Dropless|Consummable|8BC6BB|D9EFEB|10|3600|None
4135|Polished Fossil Seed|999|NoSeed|Seed|000000|000000|20|0|None
4136|Heatbow|999|NoSeed, Dropless, NoSelf|Clothing|343434|F54703|0|3600|Hand
4137|Heatbow Seed|999|NoSeed|Seed|000000|000000|20|0|None
4138|Doompunk Corset|999|NoSeed, Dropless|Clothing|5B1536|ACACAC|0|3600|Shirt
4139|Doompunk Corset Seed|999|NoSeed|Seed|000000|000000|20|0|None
4140|Doompunk Skirt|999|NoSeed, Dropless|Clothing|535353|5B1536|0|3600|Pants
4141|Doompunk Skirt Seed|999|NoSeed|Seed|000000|000000|20|0|None
4142|Doompunk Top Hat|999|NoSeed, Dropless|Clothing|787878|E1D017|0|3600|Hat
4143|Doompunk Top Hat Seed|999|NoSeed|Seed|000000|000000|20|0|None
4144|Doompunk Waistcoat|999|NoSeed, Dropless|Clothing|6D1940|C2C2C2|0|3600|Shirt
4145|Doompunk Waistcoat Seed|999|NoSeed|Seed|000000|000000|20|0|None
4146|Doompunk Leggings|999|NoSeed, Dropless|Clothing|535353|5B1536|0|3600|Pants
4147|Doompunk Leggings Seed|999|NoSeed|Seed|000000|000000|20|0|None
4148|Doompunk Trenchcoat|999|NoSeed, Dropless|Clothing|191919|5B1536|0|3600|Chest
4149|Doompunk Trenchcoat Seed|999|NoSeed|Seed|000000|000000|20|0|None
4150|Eye Of Growganoth|999|NoSeed, Dropless|Clothing|2CDEE2|F68E90|0|3600|Chest
4151|Eye Of Growganoth Seed|999|NoSeed|Seed|000000|000000|20|0|None
4152|Apocalypse Steed|999|NoSeed, Dropless|Clothing|AC0000|E8E8E8|0|3600|Feet
4153|Apocalypse Steed Seed|999|NoSeed|Seed|000000|000000|20|0|None
4154|Jack o' Lantern Mask|70|NoSeed, Dropless|Clothing|E3844B|5D873B|0|345100|Face
4155|Jack o' Lantern Mask Seed|70|NoSeed|Seed|000000|000000|20|0|None
4156|Devil Tail|66|NoSeed, Dropless|Clothing|C6292A|A92627|0|289476|Back
4157|Devil Tail Seed|66|NoSeed|Seed|000000|000000|20|0|None
4158|Buzzsaw|80|MultiFacing, NoSeed, Dropless|Deadly_Block|EDEDED|B2B2B2|6|514400|None
4159|Buzzsaw Seed|80|NoSeed|Seed|000000|000000|20|0|None
4160|Rickety Wallpaper|20|0|Background_Block|313628|26291F|3|8600|None
4161|Rickety Wallpaper Seed|20|0|Seed|000000|000000|20|0|None
4162|Rickety Window|30|0|Background_Block|313628|26291F|4|27900|None
4163|Rickety Window Seed|30|0|Seed|000000|000000|20|0|None
4164|Rickety Door|40|Wrenchable|Door|4F573D|E1D409|6|65200|None
4165|Rickety Door Seed|40|0|Seed|000000|000000|20|0|None
4166|Death's Scythe|999|NoSeed, Dropless|Clothing|492A1F|C7C7C7|0|3600|Hand
4167|Death's Scythe Seed|999|NoSeed|Seed|000000|000000|20|0|None
4168|Demon Chariot|999|NoSeed, Dropless|Clothing|CAD7D6|76695E|0|3600|Feet
4169|Demon Chariot Seed|999|NoSeed|Seed|000000|000000|20|0|None
4170|Logarithmic Wheel|999|NoSeed, Dropless|Clothing|76695E|959595|0|3600|Hand
4171|Logarithmic Wheel Seed|999|NoSeed|Seed|000000|000000|20|0|None
4172|Demonic Skull|999|NoSeed, Dropless|Consummable|8A9C9C|EAF0F0|6|3600|None
4173|Demonic Skull Seed|999|NoSeed|Seed|000000|000000|20|0|None
4174|Death Metal Block|999|NoSeed, Dropless|Foreground_Block|FF0B22|D6E1E0|6|3600|None
4175|Death Metal Block Seed|999|NoSeed|Seed|000000|000000|20|0|None
4176|Steel Spike|999|NoSeed, Dropless|Component|878787|DBDBDB|6|3600|None
4177|Steel Spike Seed|999|NoSeed|Seed|000000|000000|20|0|None
4178|Tempered Steel Spike|999|NoSeed, Dropless|Consummable|008FAC|AAFEFF|6|3600|None
4179|Tempered Steel Spike Seed|999|NoSeed|Seed|000000|000000|20|0|None
4180|Spiked Collar|999|NoSeed, Dropless|Clothing|55402D|CAD7D6|0|3600|Chest
4181|Spiked Collar Seed|999|NoSeed|Seed|000000|000000|20|0|None
4182|Malevolent Hair|999|NoSeed|Clothing|443854|211D27|0|3600|Hair
4183|Malevolent Hair Seed|999|NoSeed|Seed|000000|000000|20|0|None
4184|Riding Raven|999|NoSeed, Dropless|Clothing|34305D|000000|0|3600|Feet
4185|Riding Raven Seed|999|NoSeed|Seed|000000|000000|20|0|None
4186|Haunted Darkness|1|NoSeed, Dropless|Background_Block|000720|00000C|3|31|None
4187|Haunted Darkness Seed|1|NoSeed|Seed|000000|000000|20|0|None
4188|Haunted Window|1|NoSeed, Dropless|Background_Block|000720|00000C|4|31|None
4189|Haunted Window Seed|1|NoSeed|Seed|000000|000000|20|0|None
4190|Haunted Door|77|Wrenchable, NoSeed, Dropless|Door|122552|E1D409|6|458843|None
4191|Haunted Door Seed|77|NoSeed|Seed|000000|000000|20|0|None
4192|Sheet Music: Spooky|999|NoSeed, Dropless, WorldLock|Sheet_Music|FFFFFF|400000|3|3600|None
4193|Sheet Music: Spooky Seed|999|NoSeed|Seed|000000|000000|20|0|None
4194|Stone Pagoda|999|NoSeed, Dropless|Foreground_Block|628C9F|CF2967|6|3600|None
4195|Stone Pagoda Seed|999|NoSeed|Seed|000000|000000|20|0|None
4196|Master Peng Stonework|999|NoSeed, Dropless|Foreground_Block|628C9F|232127|6|3600|None
4197|Master Peng Stonework Seed|999|NoSeed|Seed|000000|000000|20|0|None
4198|Paper Wall|999|NoSeed, Dropless|Background_Block|D5D2CB|9D2552|3|3600|None
4199|Paper Wall Seed|999|NoSeed|Seed|000000|000000|20|0|None
4200|Stone Pagoda Roof Element|999|MultiFacing, NoSeed, Dropless|Foreground_Block|497D6A|CF2967|4|3600|None
4201|Stone Pagoda Roof Element Seed|999|NoSeed|Seed|000000|000000|20|0|None
4202|Decorative Roof Dragon|999|NoSeed, Dropless, Foreground|Foreground_Block|509A7E|25352F|4|3600|None
4203|Decorative Roof Dragon Seed|999|NoSeed|Seed|000000|000000|20|0|None
4204|Grand Jade Platform|999|NoSeed, Dropless|Platform|509A7E|25352F|4|3600|None
4205|Grand Jade Platform Seed|999|NoSeed|Seed|000000|000000|20|0|None
4206|Stone Pagoda Base|999|NoSeed, Dropless|Foreground_Block|618B9F|509A7E|6|3600|None
4207|Stone Pagoda Base Seed|999|NoSeed|Seed|000000|000000|20|0|None
4208|Demonic Horns|999|NoSeed, Dropless, Untradable|Clothing|D24FF1|363636|0|3600|Hair
4209|Demonic Horns Seed|999|NoSeed|Seed|000000|000000|20|0|None
4210|Master Peng|999|MultiFacing, Wrenchable, NoSeed, Dropless, Mod, Untradable|Foreground_Block|A01E2A|3C4954|20|3600|None
4211|Master Peng Seed|999|NoSeed, Mod|Seed|000000|000000|20|0|None
4212|Tourney Token|999|NoSeed, Dropless, Untradable|Component|E9A81D|956D17|6|3600|None
4213|Tourney Token Seed|999|NoSeed|Seed|000000|000000|20|0|None
4214|Wooden Pagoda Wall|999|NoSeed, Dropless, Foreground|Background_Block|641F0E|9B2753|4|3600|None
4215|Wooden Pagoda Wall Seed|999|NoSeed|Seed|000000|000000|20|0|None
4216|Wooden Pagoda Window|999|NoSeed, Dropless, Foreground|Background_Block|9B2753|2D0000|4|3600|None
4217|Wooden Pagoda Window Seed|999|NoSeed|Seed|000000|000000|20|0|None
4218|Wooden Pagoda Door|999|Wrenchable, NoSeed, Dropless|Door|9B2753|497D6A|5|3600|None
4219|Wooden Pagoda Door Seed|999|NoSeed|Seed|000000|000000|20|0|None
4220|Wooden Pagoda Roof|999|NoSeed, Dropless|Foreground_Block|CF2967|509A7E|5|3600|None
4221|Wooden Pagoda Roof Seed|999|NoSeed|Seed|000000|000000|20|0|None
4222|Prize Ladder|999|Wrenchable, NoSeed, Dropless, Mod|Foreground_Block|61BB9A|E9A81D|8|3600|None
4223|Prize Ladder Seed|999|NoSeed, Mod|Seed|000000|000000|20|0|None
4224|Tournament Ticket|999|NoSeed, Dropless|Consummable|9D2552|CBB01F|6|3600|None
4225|Tournament Ticket Seed|999|NoSeed|Seed|000000|000000|20|0|None
4226|Punched Tournament Ticket|999|NoSeed, Dropless, Untradable|Consummable|9D2552|CBB01F|6|3600|None
4227|Punched Tournament Ticket Seed|999|NoSeed|Seed|000000|000000|20|0|None
4228|Snack Fu|999|MultiFacing, Wrenchable, NoSeed, Dropless, Mod, Untradable|Foreground_Block|628C9F|9D2552|20|3600|None
4229|Snack Fu Seed|999|NoSeed, Mod|Seed|000000|000000|20|0|None
4230|Ramune|999|NoSeed, Dropless|Consummable|23BDD1|A9DFE5|6|3600|None
4231|Ramune Seed|999|NoSeed|Seed|000000|000000|20|0|None
4232|Pow Stones|999|NoSeed, Dropless|Consummable|5EE612|E6125C|6|3600|None
4233|Pow Stones Seed|999|NoSeed|Seed|000000|000000|20|0|None
4234|Extractium Ore|999|NoSeed, Dropless|Component|B48AE9|A22063|6|3600|None
4235|Extractium Ore Seed|999|NoSeed|Seed|000000|000000|20|0|None
4236|Extractium Shard|999|NoSeed, Dropless|Consummable|B48AE9|A22063|6|3600|None
4237|Extractium Shard Seed|999|NoSeed|Seed|000000|000000|20|0|None
4238|Tournament Banner|999|Wrenchable, NoSeed, Dropless|Foreground_Block|A8305D|FAEA8E|8|3600|None
4239|Tournament Banner Seed|999|NoSeed|Seed|000000|000000|20|0|None
4240|Jade Portcullis|999|Wrenchable, NoSeed, Dropless|Gateway|6BC7A5|3F6758|10|3600|None
4241|Jade Portcullis Seed|999|NoSeed|Seed|000000|000000|20|0|None
4242|Weather Machine - Pagoda|999|NoSeed, Permanent, Dropless, AutoPickup|Weather_Machine|83ABD9|175657|10|3600|None
4243|Weather Machine - Pagoda Seed|999|NoSeed|Seed|000000|000000|20|0|None
4244|Non La|999|NoSeed, Dropless|Clothing|DBD6BB|AEA88E|0|3600|Hat
4245|Non La Seed|999|NoSeed|Seed|000000|000000|20|0|None
4246|Minor Otherworldly Bait|999|NoSeed, Dropless|Consummable|E63260|D2D2D2|3|3600|None
4247|Minor Otherworldly Bait Seed|999|NoSeed|Seed|000000|000000|20|0|None
4248|Lesser Otherworldly Bait|999|NoSeed, Dropless|Consummable|E63260|D2D2D2|3|3600|None
4249|Lesser Otherworldly Bait Seed|999|NoSeed|Seed|000000|000000|20|0|None
4250|Penguin Mask|999|NoSeed, Dropless|Clothing|3C4954|D9D9D9|0|3600|Face
4251|Penguin Mask Seed|999|NoSeed|Seed|000000|000000|20|0|None
4252|Mini-Peng|999|NoSeed, Dropless|Clothing|A01E2A|C8C1A2|0|3600|Hand
4253|Mini-Peng Seed|999|NoSeed|Seed|000000|000000|20|0|None
4254|Pet Fox|999|NoSeed, Dropless|Clothing|ED6115|FFD3BB|0|3600|Hand
4255|Pet Fox Seed|999|NoSeed|Seed|000000|000000|20|0|None
4256|Popcorn|999|NoSeed, Dropless|Consummable|DFDD8F|EC5069|6|3600|None
4257|Popcorn Seed|999|NoSeed|Seed|000000|000000|20|0|None
4258|Wasabi Peas|999|NoSeed, Dropless|Consummable|73E458|CDCDA9|6|3600|None
4259|Wasabi Peas Seed|999|NoSeed|Seed|000000|000000|20|0|None
4260|Present Goblin Disguise|999|NoSeed, Dropless, Beta, Mod, Untradable|Clothing|5F893D|C73F35|0|3600|Face
4261|Present Goblin Disguise Seed|999|NoSeed, Mod|Seed|000000|000000|20|0|None
4262|Toy Train|999|NoSeed, Dropless, Foreground|Clothing|ED332F|2FA2ED|0|3600|Feet
4263|Toy Train Seed|999|NoSeed|Seed|000000|000000|20|0|None
4264|Stuff-4-Toys Box|999|Wrenchable, NoSeed, Dropless, WorldLock, Mod|Foreground_Block|1F8911|FEDA16|8|3600|None
4265|Stuff-4-Toys Box Seed|999|NoSeed, Mod|Seed|000000|000000|20|0|None
4266|Letter Block - Zerp|999|NoSeed, Dropless|Foreground_Block|D4D1BE|CE9338|5|3600|None
4267|Letter Block - Zerp Seed|999|NoSeed|Seed|000000|000000|20|0|None
4268|Letter Block - Forg|999|NoSeed, Dropless|Foreground_Block|D4D1BE|58CE38|5|3600|None
4269|Letter Block - Forg Seed|999|NoSeed|Seed|000000|000000|20|0|None
4270|Letter Block - Wump|999|NoSeed, Dropless|Foreground_Block|D4D1BE|A77EC2|5|3600|None
4271|Letter Block - Wump Seed|999|NoSeed|Seed|000000|000000|20|0|None
4272|Letter Block - Doozle|999|NoSeed, Dropless|Foreground_Block|D4D1BE|7EB2C2|5|3600|None
4273|Letter Block - Doozle Seed|999|NoSeed|Seed|000000|000000|20|0|None
4274|Hideous Holiday Sweater|999|NoSeed, Dropless|Clothing|C3232A|4AC822|0|3600|Shirt
4275|Hideous Holiday Sweater Seed|999|NoSeed|Seed|000000|000000|20|0|None
4276|Winter Turtleneck|999|NoSeed, Dropless|Clothing|B1DDDD|EBEBEB|0|3600|Shirt
4277|Winter Turtleneck Seed|999|NoSeed|Seed|000000|000000|20|0|None
4278|Yo-Yo|999|NoSeed, Dropless|Clothing|F22D14|EBEBEB|0|3600|Hand
4279|Yo-Yo Seed|999|NoSeed|Seed|000000|000000|20|0|None
4280|Meh, Bunny Mask|999|NoSeed, Dropless, Untradable|Clothing|A6B8BA|D161B5|0|3600|Hat
4281|Meh, Bunny Mask Seed|999|NoSeed|Seed|000000|000000|20|0|None
4282|Meh, Bunny Suit|999|NoSeed, Dropless, Untradable|Clothing|A6B8BA|F4F4F4|0|3600|Shirt
4283|Meh, Bunny Suit Seed|999|NoSeed|Seed|000000|000000|20|0|None
4284|Rubber Band Airplane|999|NoSeed, Dropless|Consummable|C0B092|DC5C65|2|3600|None
4285|Rubber Band Airplane Seed|999|NoSeed|Seed|000000|000000|20|0|None
4286|Stuff-4-Toys Shirt|999|NoSeed, Dropless|Clothing|1F8911|FEDA16|0|3600|Shirt
4287|Stuff-4-Toys Shirt Seed|999|NoSeed|Seed|000000|000000|20|0|None
4288|Present Goblin Home Edition|999|NoSeed, Dropless, Untradable|Clothing|3D897E|40C735|0|3600|Face
4289|Present Goblin Home Edition Seed|999|NoSeed|Seed|000000|000000|20|0|None
4290|Solsascarf|999|NoSeed, Dropless, Untradable|Clothing|C11D28|78181F|0|3600|Chest
4291|Solsascarf Seed|999|NoSeed|Seed|000000|000000|20|0|None
4292|Stuff-4-Toys Tote Bag|999|NoSeed, Dropless|Clothing|209210|FEDA16|0|3600|Chest
4293|Stuff-4-Toys Tote Bag Seed|999|NoSeed|Seed|000000|000000|20|0|None
4294|Betty Bluetooth Doll|999|NoSeed, Dropless|Clothing|34A5D6|DC472A|0|3600|Hand
4295|Betty Bluetooth Doll Seed|999|NoSeed|Seed|000000|000000|20|0|None
4296|Surg-E|56|MultiFacing, Wrenchable|Foreground_Block|BF9559|343638|8|177296|None
4297|Surg-E Seed|56|0|Seed|000000|000000|20|0|None
4298|Caduceus|999|NoSeed, Dropless, Untradable|Component|A3C8D3|B8E8D2|2|3600|None
4299|Caduceus Seed|999|NoSeed|Seed|000000|000000|20|0|None
4300|Golden Caduceus|999|NoSeed, Dropless, Untradable|Component|FFAF52|FEF6CA|2|3600|None
4301|Golden Caduceus Seed|999|NoSeed|Seed|000000|000000|20|0|None
4302|Golden Dragon Statue|999|MultiFacing, NoSeed, Permanent, Dropless, WorldLock, AutoPickup|Foreground_Block|ECD450|F9EA95|12|3600|None
4303|Golden Dragon Statue Seed|999|NoSeed|Seed|000000|000000|20|0|None
4304|Silver Dragon Statue|999|MultiFacing, NoSeed, Permanent, Dropless, WorldLock, AutoPickup|Foreground_Block|A9C9C3|E1ECEA|12|3600|None
4305|Silver Dragon Statue Seed|999|NoSeed|Seed|000000|000000|20|0|None
4306|Jade Dragon Statue|999|MultiFacing, NoSeed, Permanent, Dropless, WorldLock, AutoPickup|Foreground_Block|2E5845|64AE8F|12|3600|None
4307|Jade Dragon Statue Seed|999|NoSeed|Seed|000000|000000|20|0|None
4308|Surgical Pins|83|RandomGrow|Component|9C9C9C|C2D7D8|4|574277|None
4309|Surgical Pins Seed|83|RandomGrow|Seed|000000|000000|20|0|None
4310|Surgical Transfusion|83|RandomGrow|Component|9C9C9C|D12323|4|574277|None
4311|Surgical Transfusion Seed|83|RandomGrow|Seed|000000|000000|20|0|None
4312|Surgical Defibrillator|83|RandomGrow|Component|9C9C9C|FCB0B0|4|574277|None
4313|Surgical Defibrillator Seed|83|RandomGrow|Seed|000000|000000|20|0|None
4314|Surgical Clamp|83|RandomGrow|Component|9C9C9C|C1D9D5|4|574277|None
4315|Surgical Clamp Seed|83|RandomGrow|Seed|000000|000000|20|0|None
4316|Surgical Ultrasound|83|RandomGrow|Component|9C9C9C|DFE5E4|4|574277|None
4317|Surgical Ultrasound Seed|83|RandomGrow|Seed|000000|000000|20|0|None
4318|Surgical Lab Kit|83|RandomGrow|Component|9C9C9C|91E4E5|4|574277|None
4319|Surgical Lab Kit Seed|83|RandomGrow|Seed|000000|000000|20|0|None
4320|Empty Surgery Tray|999|Beta, Mod, Untradable|Component|9C9C9C|91E4E5|4|3600|None
4321|Empty Surgery Tray Seed|999|Mod|Seed|000000|000000|20|0|None
4322|Autoclave|999|Wrenchable, Permanent, AutoPickup|Foreground_Block|C9C9C9|5D9BD1|12|3600|None
4323|Autoclave Seed|999|0|Seed|000000|000000|20|0|None
4324|Biotronic Brain Enhancer|999|NoSeed, Dropless|Consummable|9C9C9C|C1D9D5|4|3600|None
4325|Biotronic Brain Enhancer Seed|999|NoSeed|Seed|000000|000000|20|0|None
4326|Plague Doctor Mask|999|NoSeed, Dropless|Clothing|2A5E2B|C7C7C7|0|3600|Face
4327|Plague Doctor Mask Seed|999|NoSeed|Seed|000000|000000|20|0|None
4328|Plague Doctor Hat|999|NoSeed, Dropless|Clothing|3D3D3D|242424|0|3600|Hat
4329|Plague Doctor Hat Seed|999|NoSeed|Seed|000000|000000|20|0|None
4330|Plague Doctor Robe|999|NoSeed, Dropless|Clothing|323232|191919|0|3600|Shirt
4331|Plague Doctor Robe Seed|999|NoSeed|Seed|000000|000000|20|0|None
4332|Living Dead Remote|999|NoSeed, Dropless|Clothing|9992BB|28B727|0|3600|Hand
4333|Living Dead Remote Seed|999|NoSeed|Seed|000000|000000|20|0|None
4334|Spare Body Part|999|NoSeed, Dropless|Consummable|958BAD|EFEFEF|4|3600|None
4335|Spare Body Part Seed|999|NoSeed|Seed|000000|000000|20|0|None
4336|Spare Body|999|NoSeed, Dropless|Component|958BAD|EFEFEF|4|3600|None
